ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue
483,17,2099,75,70.8,20,17,5,93,Los Angeles,Grocery,244.13
507,6,2225,421,80.6,12,15,4,107.9,Sacramento,Grocery,380.03
662,45,2619,95,94.8,6,11,7,113.2,Sacramento,Grocery,321.36
483,27,1935,371,72.7,2,10,6,68.6,San Francisco,Grocery,302.37
368,20,2514,335,86.8,18,10,5,96.4,San Francisco,Electronics,287.38
205,33,2564,441,90.8,27,6,6,81.4,Sacramento,Grocery,279.12
394,30,1501,180,81.7,15,13,6,77.1,Los Angeles,Grocery,287.94
381,48,2005,258,84.3,1,11,8,109.4,Sacramento,Electronics,287.94
546,40,2244,124,65,29,14,6,121.2,Palo Alto,Electronics,225.87
235,46,2394,195,58.8,10,8,7,83.3,San Francisco,Electronics,172.45
512,10,2289,330,91.8,12,10,4,71.2,Palo Alto,Electronics,354.11
493,10,1704,331,53.7,27,13,3,77.7,Palo Alto,Clothing,267.63
770,10,2454,427,66.4,29,13,4,84.3,Sacramento,Grocery,443.35
600,32,1691,379,79.1,6,7,5,103.3,San Francisco,Grocery,386.7
320,44,1698,129,88.9,2,10,7,93.3,Palo Alto,Clothing,197
237,27,1155,53,55.2,16,7,6,109.5,San Francisco,Electronics,191.32
369,26,1834,51,79.5,30,9,5,104.4,San Francisco,Electronics,177.65
347,35,1768,90,61.7,16,14,7,98.9,San Francisco,Grocery,169.02
459,49,1868,358,93.3,5,8,8,76.4,San Francisco,Clothing,275.14
418,15,1851,204,63.9,17,9,5,114.7,Los Angeles,Clothing,235.04
717,29,2178,312,50.5,27,14,5,107.9,Palo Alto,Clothing,348.81
562,16,2022,109,71.9,1,6,5,117.6,San Francisco,Electronics,249.54
362,42,1643,322,55.5,5,17,7,96.4,Sacramento,Clothing,250.55
257,35,1923,91,75.5,16,10,6,102,San Francisco,Clothing,202.67
445,48,1973,100,73.7,9,8,7,88.2,Los Angeles,Clothing,236.74
407,23,2535,436,64.6,22,11,5,113.2,Palo Alto,Clothing,352.86
385,5,1582,93,83.3,8,1,4,104.5,Palo Alto,Grocery,166.21
278,26,2148,237,62.6,18,13,6,83.5,Palo Alto,Grocery,268.99
481,46,901,476,92.7,15,10,7,107.5,Los Angeles,Electronics,338.29
333,44,1767,120,77.9,16,10,7,104.1,San Francisco,Electronics,183.55
628,39,2346,343,80.4,28,15,7,121,Palo Alto,Clothing,375.08
548,43,1854,410,64,6,8,7,112.9,San Francisco,Grocery,386.07
569,17,2083,100,60.8,15,4,5,85.1,San Francisco,Clothing,234.47
738,10,2812,161,80.7,17,12,3,103.3,San Francisco,Grocery,367.6
291,45,2585,121,84.7,1,12,7,105.7,San Francisco,Clothing,174.99
676,31,2295,110,72.8,8,9,5,119.6,Los Angeles,Grocery,278.29
466,20,2487,361,76.8,13,11,5,89.7,Palo Alto,Grocery,281.8
481,36,1470,180,90.9,3,15,7,138,San Francisco,Electronics,280.05
485,30,1473,206,71.7,10,13,5,119.4,Sacramento,Clothing,280.34
554,6,2382,448,84.4,7,10,4,104.6,San Francisco,Electronics,392.98
650,40,2225,149,55,24,14,7,110.6,Los Angeles,Grocery,268.68
558,35,2670,178,63.3,2,14,7,114.4,Palo Alto,Clothing,261.68
604,10,2270,356,81.8,7,11,4,116.7,Sacramento,Grocery,346.33
699,14,2065,70,53.8,3,11,4,125.4,Sacramento,Clothing,247.36
366,10,2430,453,56.4,24,13,3,133.4,San Francisco,Clothing,287.15
359,36,2053,118,79.2,12,4,6,99,Palo Alto,Electronics,232.32
437,44,1678,155,78.9,26,10,7,85.5,Los Angeles,Electronics,296.92
487,31,1766,243,55.3,21,17,5,104.7,Palo Alto,Electronics,246.21
637,33,2742,406,89.8,16,2,6,101.8,Palo Alto,Clothing,426.74
530,38,2121,280,61.8,21,12,6,94.6,Los Angeles,Grocery,303.85
197,12,2861,262,58.5,21,14,3,135.6,Palo Alto,Electronics,218.5
586,19,2202,395,64,23,7,4,108.9,Sacramento,Clothing,339.18
343,29,2161,338,85.4,22,15,6,101.5,Los Angeles,Electronics,312.85
294,20,2406,300,72,7,14,5,110.9,Los Angeles,Electronics,222.85
462,42,1621,347,90.5,30,5,8,89.6,San Francisco,Clothing,356.46
492,39,2280,281,75.6,22,8,7,97.7,Palo Alto,Grocery,326.49
530,48,1956,126,63.6,3,9,7,76.1,San Francisco,Electronics,227.09
576,27,1441,176,64.7,28,10,6,107.7,Los Angeles,Clothing,281.13
678,7,2173,289,60,14,11,4,69.6,San Francisco,Grocery,325.95
725,31,1790,147,94.5,5,8,6,103.2,San Francisco,Electronics,380.31
567,46,500,51,82.7,10,10,7,101.2,San Francisco,Grocery,293.56
522,48,2120,310,78,21,8,8,99.8,Palo Alto,Electronics,293.6
209,39,2326,368,70.3,23,17,7,110.5,Los Angeles,Electronics,213.81
256,47,2205,149,64.2,12,5,8,107.5,Palo Alto,Grocery,142.95
423,25,1429,455,71.1,2,11,5,80.2,Palo Alto,Grocery,332.99
767,6,2189,473,60.5,1,4,3,95.4,Palo Alto,Electronics,461.17
423,45,2554,146,74.7,26,12,7,99.6,Palo Alto,Electronics,279.15
423,35,3348,301,72.9,14,8,6,112.2,Sacramento,Electronics,256.22
551,20,2462,387,66.7,8,11,5,79.4,Los Angeles,Clothing,345.55
488,33,2506,492,70.7,17,7,6,111.9,Los Angeles,Electronics,393.61
299,38,2273,110,81.9,26,10,6,114.7,San Francisco,Electronics,157.65
273,10,1187,187,84.5,13,9,3,100.3,Palo Alto,Electronics,226.71
271,40,2207,175,89.9,19,16,7,103.8,Sacramento,Clothing,231.11
286,39,1550,368,63.4,7,12,6,108.7,Los Angeles,Grocery,306.67
527,47,1408,52,51.5,10,5,7,104.3,San Francisco,Clothing,230.97
508,47,2229,53,58.3,25,8,8,105.9,San Francisco,Grocery,229.14
536,39,2183,271,50.7,6,12,7,105.3,Palo Alto,Clothing,288.64
619,24,2217,101,83.7,4,11,6,85.8,Los Angeles,Clothing,329.19
774,6,2460,59,89.1,13,7,4,80.8,Sacramento,Grocery,331.24
684,34,2119,433,55.4,27,13,6,100.4,Los Angeles,Clothing,358.74
240,33,2696,432,79.7,11,5,5,95.8,Los Angeles,Clothing,272.45
100,42,2562,471,61.9,27,11,7,89.6,Sacramento,Electronics,228.59
396,12,2797,287,93.5,16,14,4,114.4,Los Angeles,Grocery,254.01
340,23,2742,134,64.1,29,17,5,104.2,San Francisco,Clothing,183.24
450,29,2144,363,75.4,17,1,6,95.4,Sacramento,Grocery,309.54
504,24,1247,490,72.1,12,12,5,105.9,Sacramento,Electronics,339.14
547,42,1599,373,80.5,25,6,7,79.3,Los Angeles,Electronics,320.18
499,35,1889,142,55.4,6,10,6,89,Sacramento,Grocery,304.73
377,11,1031,481,73.9,20,15,4,134.4,Palo Alto,Clothing,350.04
322,30,1881,366,64.8,3,8,6,103.2,Sacramento,Grocery,285.03
504,14,1573,193,70.3,30,8,5,125.4,Palo Alto,Electronics,307.16
446,35,2141,337,94.6,10,6,7,98.9,Palo Alto,Clothing,335.74
596,10,812,126,79.7,7,12,3,71.3,Los Angeles,Clothing,242.98
470,8,1760,220,64.8,8,11,4,123.9,Sacramento,Clothing,303.51
573,40,1535,114,92.1,28,11,7,85.2,San Francisco,Electronics,284.96
289,42,1416,331,82.9,8,6,7,99.6,Los Angeles,Electronics,208.07
513,24,2579,351,54.9,9,10,5,123.1,Los Angeles,Grocery,284.05
461,8,2240,82,54.5,19,11,4,90.8,Sacramento,Electronics,273.12
735,6,1561,371,78.8,25,7,3,97.2,Los Angeles,Clothing,400.48
596,37,1083,361,66.9,2,13,6,107.1,San Francisco,Electronics,347.06
408,27,1473,161,70.9,6,4,6,70.2,Sacramento,Electronics,195.25
695,35,2590,101,64.7,5,13,6,106.9,Sacramento,Clothing,332.73
430,36,1946,457,65.8,3,9,6,107,Palo Alto,Grocery,329.89
301,5,2018,369,58.2,9,9,3,92.3,Los Angeles,Clothing,305.86
579,47,3083,400,94.1,18,9,8,101.5,Palo Alto,Grocery,351.31
504,41,1616,428,57.4,25,9,8,104.2,Sacramento,Grocery,384.67
627,46,2558,399,80.3,17,13,7,98.4,Palo Alto,Electronics,331.68
753,5,2282,113,52.3,13,14,4,101.7,Palo Alto,Electronics,341.88
390,46,2921,496,54.9,4,7,7,102.9,Los Angeles,Grocery,346.19
634,19,1437,283,57.5,30,12,5,128.3,Sacramento,Clothing,377.68
372,5,2089,405,73,20,17,3,124,San Francisco,Clothing,343.25
709,29,1206,164,74.1,23,13,6,92.5,Sacramento,Grocery,286.07
409,32,2217,327,63.6,18,13,5,89.1,Sacramento,Electronics,247.02
476,45,2659,80,55.9,15,8,7,83.5,San Francisco,Electronics,245.3
677,18,1691,61,52.7,15,9,4,111,San Francisco,Clothing,319.63
529,25,2926,194,58.1,17,11,5,100,Los Angeles,Grocery,279.11
132,35,2766,137,79.5,16,9,7,92.9,Palo Alto,Clothing,106.71
738,27,1367,99,66.1,30,9,5,101.6,San Francisco,Clothing,313.31
404,49,2044,147,84.6,23,10,7,69.9,Sacramento,Clothing,269.69
722,38,1936,203,94.4,24,7,7,82.6,San Francisco,Electronics,395.78
476,10,2379,376,57.7,27,12,4,114.5,Los Angeles,Electronics,276.98
342,25,2560,97,83.5,29,9,6,95.5,San Francisco,Grocery,210.86
597,13,2804,89,54.1,7,5,5,112.6,Los Angeles,Grocery,232.61
457,30,1276,68,68.3,6,6,6,90.8,Los Angeles,Grocery,247.77
780,9,2351,473,63.6,14,10,3,117,Sacramento,Electronics,457.64
659,11,1810,281,58.8,26,8,4,114.7,Palo Alto,Clothing,299.48
431,47,2000,339,51.2,27,17,8,80.7,Palo Alto,Clothing,318.74
737,47,2501,241,69.7,24,10,7,123.2,San Francisco,Clothing,394.55
539,33,2598,426,51.9,6,11,7,97.5,Palo Alto,Clothing,352.73
239,35,2236,358,70.5,30,8,6,97.7,San Francisco,Grocery,269.33
455,29,2642,482,84.7,25,16,6,101.8,San Francisco,Grocery,390.63
455,19,1065,186,82.9,13,9,5,115.6,Los Angeles,Grocery,232.39
584,50,2532,272,76.7,6,13,8,84.1,Palo Alto,Clothing,321.91
518,17,2583,377,80.7,16,9,4,115.3,Palo Alto,Electronics,369.03
356,22,2324,446,91.9,25,12,5,118.8,Sacramento,Grocery,350.1
595,32,2015,194,74.2,20,16,5,99,San Francisco,Electronics,321.53
339,25,2255,60,54.9,18,7,6,106.2,Los Angeles,Electronics,206.87
348,23,1611,253,73.4,6,15,4,111.4,Palo Alto,Clothing,291.83
557,32,1487,388,61.4,9,8,5,106.7,Sacramento,Clothing,315.48
370,24,1452,60,93,2,15,6,104.5,Los Angeles,Grocery,197.06
568,24,2230,156,60.7,4,15,5,107.8,San Francisco,Electronics,238.05
484,46,1431,108,73.4,11,9,8,83.7,Palo Alto,Clothing,207.19
640,13,1442,309,83.2,7,11,5,117.5,Los Angeles,Electronics,383.65
601,41,2654,233,94.5,21,8,7,91.6,Palo Alto,Grocery,329
424,48,2427,109,94.1,27,6,7,90.4,Palo Alto,Clothing,279.99
408,12,2345,148,76.3,13,11,4,82.1,Palo Alto,Electronics,273.06
504,26,2477,416,62.9,2,16,5,108,Palo Alto,Grocery,362.81
465,37,2451,263,78.5,14,4,6,99.3,Sacramento,Grocery,308.64
552,43,1998,492,89.8,2,5,8,90,Los Angeles,Electronics,368.48
437,37,2006,447,54.7,17,8,7,126.4,Palo Alto,Electronics,287.97
481,10,2193,330,63.1,30,11,4,95.9,Sacramento,Grocery,269.31
431,48,2521,100,83,11,5,8,101.5,San Francisco,Grocery,238.41
549,16,2615,109,81.2,3,13,4,87.6,Los Angeles,Clothing,251.28
515,36,1694,445,72.2,16,8,6,112.5,Palo Alto,Grocery,327.83
723,19,1226,273,77.6,14,7,5,85.7,Los Angeles,Electronics,358.23
616,40,1970,416,56.9,23,17,7,107.3,Los Angeles,Clothing,360.53
350,16,2571,205,87,20,11,5,89.5,San Francisco,Clothing,281
398,21,2344,178,92.5,13,7,4,90,Palo Alto,Clothing,262.3
505,8,2146,72,74.7,3,6,3,98.9,Los Angeles,Grocery,193.44
437,12,1653,139,58.4,11,9,3,94.5,Palo Alto,Electronics,234.43
622,39,3574,158,75.4,12,12,7,112.9,Palo Alto,Grocery,309.67
559,24,2434,341,75.1,22,14,6,83.6,Palo Alto,Clothing,331.24
373,22,1756,179,54.4,28,9,6,91.9,Palo Alto,Grocery,273.89
889,8,1494,168,87.4,5,6,4,101.9,Sacramento,Electronics,401.49
325,34,2254,90,71.1,18,12,6,112.4,Los Angeles,Clothing,194.59
351,6,655,360,85.2,8,5,4,101.7,Los Angeles,Clothing,258.1
529,7,2101,264,86.3,6,11,4,101.8,San Francisco,Grocery,305.74
352,36,2396,384,74.3,26,13,6,94.6,Palo Alto,Clothing,328.54
611,32,1673,415,65.2,4,13,7,103.5,San Francisco,Grocery,357.05
530,27,1991,443,73.5,12,12,5,106.3,Los Angeles,Grocery,399.96
670,32,1458,414,51.4,4,8,6,100.4,San Francisco,Electronics,414.06
545,28,1887,250,93.1,8,12,5,100.2,San Francisco,Grocery,329.54
422,32,1645,60,71,21,11,6,105,Palo Alto,Grocery,227.82
679,5,1876,298,73.5,17,7,3,70.5,Los Angeles,Clothing,345.46
483,21,2253,213,93.5,23,8,4,113.3,Sacramento,Grocery,269.67
360,45,1540,423,94.6,26,6,8,86,Los Angeles,Grocery,309.95
511,47,2404,135,84.1,21,7,7,80.7,Los Angeles,Electronics,244.29
416,8,1943,460,56.1,26,14,4,120,Sacramento,Clothing,360.45
593,26,2452,442,52.9,26,3,6,101.6,Los Angeles,Clothing,354.4
645,41,1332,453,78.6,20,13,7,94.9,San Francisco,Grocery,442.54
405,6,1222,396,55,19,11,3,86.6,San Francisco,Clothing,279.37
623,35,2194,479,66.3,12,5,6,92.8,Sacramento,Grocery,438.57
506,19,2204,405,60.1,27,12,5,118.3,Los Angeles,Grocery,358.2
601,7,1426,290,83.1,16,14,4,97.2,Palo Alto,Grocery,369.09
402,24,1940,464,91.5,20,10,5,83.6,San Francisco,Electronics,375.77
770,39,2056,184,72.3,22,5,7,107.2,Los Angeles,Grocery,322.52
347,19,1167,298,67.6,8,7,5,64.5,San Francisco,Grocery,283.39
625,37,1534,277,81.7,7,8,7,99.2,Sacramento,Clothing,324.28
455,16,2540,231,77,15,11,4,79.1,Palo Alto,Electronics,250.63
407,17,1942,490,72.3,27,9,4,74.7,Los Angeles,Clothing,323.23
434,46,1041,219,89.4,6,10,7,88.2,Sacramento,Grocery,252.82
444,8,2794,451,83.2,25,11,3,84.4,Los Angeles,Clothing,306.29
541,31,1888,306,90.1,15,8,7,101.9,Los Angeles,Clothing,346.12
685,43,1631,287,70.7,12,14,6,88,Sacramento,Electronics,401.15
391,37,1935,412,84.9,6,11,6,93,Sacramento,Electronics,269.5
391,27,2100,115,83.1,24,6,6,104.7,Palo Alto,Electronics,210.98
524,13,1879,201,76.9,18,10,4,120.8,San Francisco,Clothing,301.75
461,25,1907,306,80.9,27,6,6,104.5,Sacramento,Clothing,323.4
543,22,2285,497,71.8,15,13,6,102.8,Los Angeles,Electronics,335.66
533,40,1223,124,74.4,1,11,7,89.7,Sacramento,Clothing,301.18
864,32,1652,440,55.1,29,13,6,97.4,Palo Alto,Clothing,471.02
538,23,1565,304,53.3,26,5,5,98.4,Sacramento,Grocery,325.15
573,24,2065,110,66.1,7,12,5,90.2,Palo Alto,Grocery,230.53
552,24,1388,111,73,22,4,5,92,Palo Alto,Electronics,254.79
322,24,2194,207,85.7,24,4,4,95.3,Los Angeles,Clothing,278.56
694,46,1363,159,53.4,1,9,7,113.6,Sacramento,Grocery,273.07
408,13,1376,360,63.2,26,12,4,102.2,San Francisco,Clothing,316.78
370,41,2584,284,74.4,10,9,6,127.6,Sacramento,Electronics,229.92
587,9,2656,319,62.6,27,8,3,98.9,Los Angeles,Clothing,317.19
410,10,1712,479,69.5,22,7,4,89,Sacramento,Electronics,331.26
712,33,2744,174,76.3,2,6,6,120.3,Sacramento,Grocery,316.05
638,43,2697,472,92,15,7,7,107.5,San Francisco,Grocery,386.23
250,49,2127,250,58.2,3,7,8,98.6,San Francisco,Grocery,189.98
617,37,1973,499,79.6,7,9,6,105.4,Sacramento,Clothing,382.83
422,18,1577,260,63.3,11,8,4,85.4,Los Angeles,Electronics,223.11
610,48,2467,151,63,30,7,7,88.4,Los Angeles,Electronics,294.81
280,16,2551,160,61.1,23,15,5,117.8,Palo Alto,Grocery,173.64
818,36,1654,497,52.1,6,8,6,99.1,Sacramento,Electronics,422.05
452,19,1092,324,57.5,3,8,4,115.5,Palo Alto,Clothing,279.97
386,40,1937,468,81.8,13,6,7,94.9,Palo Alto,Grocery,306.11
539,15,2512,257,67,10,11,4,121.2,Los Angeles,Grocery,340.89
575,21,2304,229,72.4,2,8,5,122.4,Sacramento,Grocery,318.41
759,8,2112,123,54.6,23,7,4,84.4,San Francisco,Electronics,372.54
616,12,1610,190,83.3,1,9,4,72.9,Sacramento,Clothing,302.41
392,39,2964,210,55.3,2,13,6,99.4,Sacramento,Electronics,243.91
305,24,2388,392,55,12,20,5,113.5,San Francisco,Grocery,231.49
392,14,2280,352,59,26,14,4,117.5,Sacramento,Electronics,325.35
477,8,1436,220,67.3,25,7,3,88.8,Palo Alto,Clothing,281.07
525,34,2217,141,51,7,12,7,99.1,San Francisco,Grocery,257.52
539,6,3002,411,65.1,27,7,3,88.6,San Francisco,Grocery,317.66
196,7,2067,315,66.2,26,11,3,88.7,Sacramento,Electronics,255.68
623,21,2141,228,58.6,2,12,4,115.6,Sacramento,Grocery,271.96
890,9,2009,381,74.2,19,7,4,135.1,Los Angeles,Clothing,445.62
629,49,2326,409,82.6,26,6,7,76.8,San Francisco,Clothing,361.13
501,16,2901,258,80.7,10,8,4,60,Los Angeles,Clothing,263.45
398,13,1640,94,77.5,14,11,5,140,Los Angeles,Clothing,247.8
510,8,1987,477,80,5,14,4,71.6,Sacramento,Clothing,374.18
433,5,1841,349,53.5,6,8,4,108,Palo Alto,Grocery,248.04
497,13,1338,386,53.1,21,12,4,96.1,Palo Alto,Electronics,375.57
533,6,1709,181,63,27,8,4,95.6,Sacramento,Grocery,241.28
735,9,2619,344,52.5,22,8,4,92.5,San Francisco,Electronics,426.08
579,14,2071,219,69.6,27,4,5,82.3,San Francisco,Clothing,300.13
340,33,2698,200,66.3,27,7,6,110.2,San Francisco,Clothing,242.77
649,39,2150,333,71.8,29,9,7,99.4,Los Angeles,Grocery,339.15
408,49,2110,276,93.2,28,8,7,92.2,Palo Alto,Clothing,313.53
377,41,2342,238,79.7,13,7,7,101,San Francisco,Clothing,302.54
321,10,2141,407,78,14,12,4,120.2,Sacramento,Grocery,300.29
370,7,1357,342,63.1,6,15,3,81.3,San Francisco,Electronics,303.08
579,24,1907,64,71.4,9,11,6,113.5,Los Angeles,Clothing,296.49
465,39,2023,236,52.2,12,7,6,94.8,San Francisco,Electronics,234.23
537,19,989,350,92.5,28,8,5,107.4,Los Angeles,Electronics,381.49
557,44,2297,207,81.9,19,14,7,90,Los Angeles,Grocery,275.55
640,15,2485,282,56.9,4,12,5,110.6,Sacramento,Clothing,309.24
584,17,1909,90,52.2,16,10,4,108.9,Palo Alto,Grocery,270.42
363,8,2096,149,89.6,17,8,3,134,Palo Alto,Grocery,229.72
377,16,1990,380,83.4,7,8,5,121.2,San Francisco,Grocery,283.97
484,39,2875,235,90.3,26,14,7,93.1,San Francisco,Grocery,247.35
508,28,1201,131,55.1,18,13,6,108,Palo Alto,Grocery,236.99
665,22,1699,255,69.2,12,10,5,113.3,Palo Alto,Grocery,313.72
484,49,2476,81,92.1,9,9,8,69.4,Los Angeles,Grocery,250.25
467,20,2836,130,77.1,29,7,4,107.4,Los Angeles,Grocery,256.15
650,25,1874,358,60.8,17,7,5,92,Los Angeles,Grocery,383.34
262,22,2247,97,51.8,4,14,5,90,San Francisco,Clothing,219.04
221,40,1087,175,54.3,21,12,6,121.6,Palo Alto,Grocery,210.4
476,32,1609,492,80.1,19,15,6,81.7,Sacramento,Grocery,369.02
243,23,1515,355,78.3,16,7,5,83.5,Los Angeles,Electronics,277.41
514,32,1359,491,66.3,18,10,6,71.8,Sacramento,Electronics,346.37
495,32,2204,491,73.2,4,12,5,77.9,Sacramento,Clothing,338.05
729,38,1776,295,74.4,17,12,7,107,San Francisco,Clothing,410.52
588,16,2382,246,87.1,23,6,4,82.4,Palo Alto,Clothing,362.07
297,27,2390,448,51.9,19,9,5,116.3,Los Angeles,Electronics,293.5
162,10,2069,371,63.1,3,6,3,90.9,Palo Alto,Grocery,183.34
353,9,2585,370,87.5,17,9,4,84.4,Palo Alto,Grocery,287.63
328,18,2478,409,69.7,3,13,4,61.5,Palo Alto,Clothing,278.18
448,33,2657,226,56.3,22,7,5,103.5,Palo Alto,Electronics,240.09
406,43,2619,72,71.9,5,8,8,95,Sacramento,Electronics,184.25
497,49,2093,301,83.1,23,8,8,83.8,Los Angeles,Clothing,278.24
387,37,1940,99,59.5,27,9,7,92.9,Palo Alto,Grocery,181.55
599,18,1528,311,88.2,1,9,5,115.2,San Francisco,Clothing,316.95
545,11,1838,81,63.2,12,13,4,136.6,Palo Alto,Clothing,273.66
713,24,1890,90,61.4,4,11,5,106,Sacramento,Electronics,301.62
645,43,2408,426,52.3,17,16,7,89.9,Los Angeles,Electronics,368.13
387,27,2105,253,57.7,15,14,6,104.6,Sacramento,Grocery,258.33
283,48,3436,397,82,24,12,7,83.7,Sacramento,Grocery,273.15
483,23,1867,186,67.2,21,9,4,107.6,San Francisco,Electronics,295.25
336,21,2265,281,52.3,22,9,5,104.2,Los Angeles,Electronics,276.23
631,16,1453,52,54.8,4,13,4,121.2,Sacramento,Clothing,231.96
550,20,2363,119,83.5,12,6,4,113.1,Los Angeles,Grocery,233.68
692,17,2220,346,51.1,27,12,5,97.9,Los Angeles,Electronics,372.43
355,10,1189,407,71.1,29,10,4,116.9,Sacramento,Clothing,327.19
691,37,1885,488,54.8,21,12,6,114.9,Los Angeles,Electronics,400.66
577,23,1667,478,87.8,28,10,6,80.3,San Francisco,Grocery,365.86
388,13,1828,278,91.8,2,11,4,97.6,Sacramento,Grocery,240.24
407,29,2226,97,60.9,22,2,6,86.5,Sacramento,Grocery,228.32
412,22,2229,123,86.7,29,14,5,80.1,Palo Alto,Electronics,240.11
484,44,1749,365,54.4,27,11,7,113.2,Los Angeles,Grocery,342.59
561,32,1586,66,70,14,19,5,124.8,Palo Alto,Clothing,223.88
488,27,1925,95,78.4,21,15,5,69.7,Sacramento,Clothing,236.54
591,38,1605,223,89.8,24,10,7,96.2,San Francisco,Clothing,321.65
676,42,1225,388,61.8,21,11,7,99.5,San Francisco,Electronics,355.02
350,38,1758,321,64.3,12,12,6,100.8,Palo Alto,Electronics,261.74
342,19,1186,437,87.2,29,15,5,63.4,Los Angeles,Clothing,341.97
426,27,2368,473,86.9,14,10,6,107.9,Sacramento,Grocery,307.93
476,14,2475,111,63.2,9,14,4,84.9,Los Angeles,Grocery,222.54
622,17,1925,274,52.7,4,15,5,79.2,Los Angeles,Electronics,290.43
519,22,1372,148,69.8,9,12,5,118.5,Sacramento,Clothing,280.16
878,40,1958,129,66.5,9,13,7,100.9,Los Angeles,Grocery,401.92
574,47,1516,262,72,10,6,7,90.2,San Francisco,Electronics,314.75
324,12,1450,205,93.4,10,14,4,78.3,Sacramento,Grocery,186.26
263,49,1739,167,80,24,13,7,92.1,Sacramento,Grocery,192.79
452,25,2312,215,53.5,17,16,5,111.5,Palo Alto,Grocery,221.43
481,23,1617,149,83.6,9,8,6,128.9,Los Angeles,Clothing,302.82
519,32,2974,445,71.6,21,8,6,103.4,Palo Alto,Clothing,338.7
564,10,2181,494,72.7,15,9,4,88.9,Sacramento,Electronics,392.12
658,35,1469,157,68,1,10,7,102.1,Palo Alto,Clothing,299.59
697,15,2511,465,57.4,22,7,4,82.3,Palo Alto,Grocery,434.52
291,31,2857,90,77.4,7,19,5,104.9,Los Angeles,Grocery,197.82
778,33,2063,349,72.7,19,12,6,103.5,Sacramento,Electronics,410.54
399,39,2513,164,60.7,4,11,7,74.2,San Francisco,Grocery,236.64
411,47,2359,395,54.5,23,12,7,129.6,Sacramento,Clothing,290.2
511,25,1633,250,61.4,13,9,6,95.3,San Francisco,Clothing,324.78
366,6,2341,268,50.9,13,12,3,106.3,San Francisco,Grocery,206.59
510,45,2946,392,65,7,9,7,111.2,San Francisco,Grocery,306.25
510,35,1362,96,63.2,25,13,6,78.4,Los Angeles,Grocery,248.02
660,20,2726,182,57,19,8,5,95,Palo Alto,Electronics,343.81
575,33,2816,287,61,28,13,7,78,San Francisco,Grocery,285.36
427,38,2443,356,72.3,8,7,7,82.4,Sacramento,Grocery,297.08
416,10,1496,433,74.8,24,3,4,112.2,San Francisco,Grocery,370.73
416,40,2362,421,80.3,30,11,7,117.9,Los Angeles,Electronics,275.41
421,39,1721,163,53.8,19,9,7,60,San Francisco,Clothing,212.99
623,47,1618,298,86.8,21,12,8,118.9,Los Angeles,Electronics,372.07
598,47,2388,299,93.7,7,15,7,123,Los Angeles,Clothing,368.5
637,39,2334,66,86.1,17,9,6,121.4,Sacramento,Electronics,295.64
149,25,2373,347,74.1,15,9,5,98.4,Palo Alto,Electronics,176.4
743,33,1339,247,91,13,14,6,105.3,San Francisco,Clothing,395.6
670,16,2553,171,57.2,26,10,4,75.1,Sacramento,Electronics,293.14
200,15,1561,169,81.6,11,12,5,121.8,Sacramento,Electronics,198.74
825,24,1463,208,63.8,27,9,5,111.7,San Francisco,Grocery,384.44
387,39,1608,476,50.4,16,11,6,95,Sacramento,Clothing,313.95
327,50,1585,323,66,28,12,7,84.3,Palo Alto,Electronics,253.25
443,11,2601,101,77.2,17,12,4,120.9,San Francisco,Clothing,245.92
497,6,1791,228,73.9,12,10,4,86.9,San Francisco,Grocery,275.66
540,24,1979,111,82.3,24,12,5,104.7,Sacramento,Grocery,256.61
492,17,2240,331,57.3,5,8,5,111.1,San Francisco,Clothing,276.55
367,38,1735,218,75.8,20,11,6,101,Los Angeles,Electronics,285.33
307,13,2231,104,66.7,3,4,4,82.5,San Francisco,Clothing,219.12
497,41,1960,382,72.1,30,15,7,99.7,Los Angeles,Grocery,378.98
438,17,2596,75,51.4,10,12,5,65.2,Los Angeles,Electronics,260.84
587,37,1710,315,81.6,6,9,6,102.5,Sacramento,Electronics,314.37
463,36,2110,409,66.7,7,9,6,99.3,San Francisco,Electronics,328.39
493,38,2123,59,89.5,11,10,6,118.2,Palo Alto,Clothing,273.28
423,42,1624,126,73.2,20,12,7,111.3,San Francisco,Grocery,213.83
606,24,3038,146,90.2,20,7,6,88.5,Palo Alto,Clothing,288.56
546,8,2402,328,89.9,1,9,3,102.1,Palo Alto,Grocery,310.84
354,6,1730,166,69.2,6,13,3,108.3,Palo Alto,Electronics,251.79
766,38,1455,156,57.2,13,10,7,127.4,Sacramento,Grocery,363.75
498,27,1664,407,61.2,18,11,5,92.4,Los Angeles,Grocery,322.99
328,35,3092,347,55,16,10,7,126.6,Palo Alto,Electronics,223.78
517,36,2078,252,56.1,15,16,7,127,San Francisco,Clothing,321.46
428,5,2151,164,93.5,20,5,4,103.4,Palo Alto,Electronics,220.85
715,47,1328,195,84.4,29,5,7,113.9,Sacramento,Clothing,357.77
594,41,1774,223,92.8,7,2,7,118.7,Los Angeles,Clothing,288.48
206,46,2958,194,70.6,29,10,8,109.7,Sacramento,Grocery,171
361,5,2454,359,87.7,25,11,3,114.2,Sacramento,Clothing,336.53
483,46,1269,291,90.2,16,12,7,116.3,San Francisco,Clothing,350.96
