StoreID,ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue,ReportMonth,RecurringRevenuePct,MRR,RunRateAnnualRevenue,PayrollCost,RentCost,TechOpsCost,SupportOpsCost,COGS,TotalMonthlyCost,BurnRate,CashReserve,RunwayMonths,ConversionRate,NewCustomers,ActiveCustomers,GrossMarginPct,ARPU,ChurnRate,CAC,CLV,CLV_CAC_Ratio,NPS,CSAT,SupportTickets,ResolutionTimeHours,DAU,MAU,DAU_MAU_Ratio,ErrorRatePct,SystemUptimePct,CycleTimeDays,TimeToMarketDays,RevenuePerSqFt,FootfallPerPromotion,RevenuePerEmployeeEfficiencyPoint
STORE-0686,433,34,2247,392,55.3,24,9,6,105.1,Palo Alto,Clothing,340.91,2025-07-31,0.3,102.27,4090.92,72.18,66.64,11.52,4.87,201.14,390.35,49.44,1513.44,30.61,0.0203,38,941,0.41,104.33,0.043,894.74,994.82,1.11,10.6,75.7,23,19.42,383,1448,0.2645,1.88,99.448,20.6,20.6,0.87,374.5,6.165
STORE-0687,357,34,953,320,63.8,16,13,6,92.6,Palo Alto,Electronics,246.54,2025-08-31,0.22,54.24,2958.48,58.73,54.4,9.8,4.03,162.72,323.68,77.14,1222.98,15.85,0.0191,15,473,0.34,137.61,0.029,2266.67,1613.32,0.71,25.7,77.2,11,12.84,135,663,0.2036,1.686,99.574,11.2,11.2,0.77,158.83,3.864
STORE-0688,490,47,1213,329,62.0,8,11,8,129.2,Sacramento,Grocery,264.18,2025-09-30,0.51,134.73,3170.16,60.89,39.48,9.52,4.64,192.85,354.38,90.2,1033.17,11.45,0.0242,27,617,0.27,179.06,0.012,1740.74,4028.8,2.31,23.4,79.5,23,15.04,245,766,0.3198,1.456,99.628,15.9,15.9,0.803,151.62,4.261
STORE-0689,456,21,1921,214,52.9,22,2,4,102.6,Palo Alto,Grocery,305.49,2025-10-31,0.43,131.36,3665.88,54.16,36.38,11.93,4.22,223.01,350.7,45.21,1233.12,27.28,0.0216,44,543,0.27,198.37,0.055,477.27,973.82,2.04,7.1,69.9,16,16.17,200,635,0.315,2.052,99.408,11.3,11.3,1.428,480.25,5.775
STORE-0690,615,5,1627,493,58.4,19,14,3,123.3,Sacramento,Clothing,356.23,2025-11-30,0.3,106.87,4274.76,81.27,59.16,10.81,3.81,210.18,370.23,14.0,1175.34,83.95,0.0234,41,833,0.41,123.16,0.027,121.95,1870.26,15.34,19.6,75.5,33,22.87,329,1268,0.2595,2.102,99.416,20.0,20.0,0.723,542.33,6.1
STORE-0691,548,26,2183,185,82.7,29,12,5,98.4,Sacramento,Clothing,246.74,2025-12-31,0.35,86.36,2960.88,31.6,22.2,9.64,4.61,145.58,239.63,0.0,847.88,999.0,0.0243,56,677,0.41,122.46,0.027,464.29,1859.58,4.01,36.2,83.1,14,11.87,257,709,0.3625,1.457,99.548,18.6,18.6,1.334,436.6,2.984
STORE-0692,116,46,1125,425,67.8,25,9,7,66.6,San Francisco,Grocery,241.24,2026-01-31,0.51,123.03,2894.88,67.68,68.0,11.13,4.37,176.11,373.29,132.05,850.13,6.44,0.0184,19,671,0.27,150.35,0.029,2421.05,1399.81,0.58,31.2,77.5,18,21.05,277,974,0.2844,2.148,99.385,7.0,7.0,0.568,160.71,3.558
STORE-0693,303,7,2706,398,73.2,18,15,4,70.2,Los Angeles,Clothing,264.29,2026-02-28,0.35,92.5,3171.48,61.2,59.7,9.01,4.73,155.93,297.57,33.28,1262.35,37.93,0.0198,45,1111,0.41,79.93,0.029,155.56,1130.02,7.26,34.0,76.1,28,18.03,367,1418,0.2588,1.796,99.548,15.6,15.6,0.664,676.5,3.611
STORE-0694,446,39,2389,292,55.5,8,13,7,89.4,Los Angeles,Electronics,306.26,2026-03-31,0.2,61.25,3675.12,61.04,43.8,9.4,5.18,202.13,360.55,54.29,1103.34,20.32,0.0198,42,802,0.34,91.65,0.041,928.57,759.99,0.82,21.5,73.0,29,17.08,188,843,0.223,1.524,99.612,9.4,9.4,1.049,341.29,5.518
STORE-0695,364,43,1888,358,84.1,17,7,7,82.9,Palo Alto,Clothing,254.14,2026-04-30,0.38,96.57,3049.68,49.72,60.86,8.64,4.86,149.94,317.02,62.88,1205.51,19.17,0.0213,35,801,0.41,115.74,0.035,1228.57,1355.8,1.1,41.3,87.1,30,20.2,219,1031,0.2124,1.175,99.694,8.5,8.5,0.71,269.71,3.022
STORE-0696,553,25,1515,378,56.2,17,10,5,102.8,Palo Alto,Grocery,319.47,2026-05-31,0.43,137.37,3833.64,70.05,64.26,10.73,4.18,233.21,407.43,87.96,1029.18,11.7,0.0241,30,639,0.27,176.28,0.037,833.33,1286.37,1.54,12.8,72.5,19,21.36,230,742,0.31,1.683,99.574,13.3,13.3,0.845,303.0,5.685
STORE-0697,500,10,2972,109,55.8,28,12,4,119.9,Los Angeles,Clothing,281.79,2024-06-30,0.3,84.54,3381.48,40.72,16.35,12.43,4.9,166.26,250.66,0.0,1286.76,999.0,0.0214,53,878,0.41,92.44,0.037,188.68,1024.29,5.43,12.4,74.3,27,15.79,191,1108,0.1724,2.082,99.401,14.7,14.7,2.585,743.0,5.05
STORE-0698,553,45,2656,69,59.8,11,11,8,128.3,Palo Alto,Electronics,265.63,2024-07-31,0.2,53.13,3187.56,33.72,11.73,9.7,5.57,175.32,281.04,15.41,1192.43,77.38,0.022,54,580,0.34,109.92,0.035,833.33,1067.83,1.28,22.1,79.1,12,18.6,233,670,0.3478,1.566,99.602,12.6,12.6,3.85,332.0,4.442
STORE-0699,650,39,1770,388,68.1,10,13,7,93.0,San Francisco,Clothing,360.25,2024-08-31,0.38,136.9,4323.0,63.42,62.08,8.89,4.78,212.55,390.72,30.47,1170.89,38.43,0.0249,40,756,0.41,173.84,0.023,975.0,3098.91,3.18,33.2,80.5,27,20.61,173,879,0.1968,1.286,99.668,21.4,21.4,0.928,252.86,5.29
STORE-0700,776,20,2543,310,51.8,23,10,4,102.5,Sacramento,Clothing,360.57,2024-09-30,0.3,108.17,4326.84,65.43,37.2,11.66,4.62,212.74,351.65,0.0,1078.88,999.0,0.025,55,794,0.41,130.78,0.043,363.64,1247.02,3.43,10.5,73.3,35,15.94,309,1108,0.2789,1.834,99.459,26.1,26.1,1.163,635.75,6.961
STORE-0701,120,36,1524,129,66.0,13,13,6,92.8,Los Angeles,Grocery,184.14,2024-10-31,0.48,88.39,2209.68,36.29,19.35,9.02,4.4,134.42,239.48,55.34,594.73,10.75,0.0187,28,569,0.27,127.38,0.021,1285.71,1637.76,1.27,29.3,79.3,22,14.78,168,550,0.3055,1.489,99.62,6.3,6.3,1.427,254.0,2.79
STORE-0702,471,38,2332,484,67.1,12,9,6,92.9,Palo Alto,Electronics,365.67,2024-11-30,0.22,80.45,4388.04,74.62,82.28,8.88,4.92,241.34,450.04,84.37,1772.16,21.0,0.0207,44,966,0.34,99.94,0.029,863.64,1171.69,1.36,26.1,73.9,23,20.13,368,1408,0.2614,1.681,99.515,19.8,19.8,0.756,388.67,5.45
STORE-0703,371,6,2428,397,59.4,17,9,3,123.6,Los Angeles,Grocery,277.26,2024-12-31,0.43,119.22,3327.12,70.06,59.55,10.03,4.33,202.4,352.37,75.11,1019.61,13.57,0.0215,54,966,0.27,101.2,0.031,111.11,881.43,7.93,15.0,73.3,33,20.17,396,1531,0.2587,1.701,99.57,12.0,12.0,0.698,809.33,4.668
STORE-0704,379,10,2516,306,70.7,18,4,4,90.8,San Francisco,Electronics,298.9,2025-01-31,0.22,65.76,3586.8,52.7,48.96,9.94,4.6,197.27,323.47,24.57,1245.74,50.7,0.019,42,835,0.34,94.51,0.047,238.1,683.66,2.87,33.2,77.5,21,15.87,234,1335,0.1753,1.329,99.658,10.1,10.1,0.977,629.0,4.228
STORE-0705,192,5,1314,334,79.0,26,17,3,93.8,Sacramento,Electronics,209.84,2025-02-28,0.22,46.16,2518.08,50.39,40.08,9.58,3.61,138.49,247.15,37.31,905.79,24.28,0.0178,22,562,0.34,98.56,0.019,227.27,1763.75,7.76,37.6,83.7,10,12.61,195,640,0.3047,1.477,99.543,7.4,7.4,0.628,438.0,2.656
STORE-0706,426,10,2309,304,56.9,17,10,3,86.7,San Francisco,Clothing,252.06,2025-03-31,0.3,75.62,3024.72,61.46,48.64,10.71,4.25,148.72,283.78,31.72,1194.0,37.64,0.0199,39,737,0.41,98.5,0.043,256.41,939.2,3.66,11.0,76.5,16,15.67,172,758,0.2269,1.823,99.542,8.6,8.6,0.829,769.67,4.43
STORE-0707,263,6,630,140,53.6,22,16,4,86.4,San Francisco,Electronics,218.39,2025-04-30,0.17,37.13,2620.68,45.56,22.4,11.91,3.39,144.14,233.4,15.01,869.76,57.95,0.0168,10,313,0.34,142.35,0.035,600.0,1382.84,2.3,29.3,70.3,6,17.59,116,386,0.3005,1.995,99.421,7.4,7.4,1.56,157.5,4.074
STORE-0708,436,47,1673,73,56.2,13,7,7,88.1,Palo Alto,Electronics,174.98,2025-05-31,0.2,35.0,2099.76,36.5,12.41,10.49,4.72,115.49,226.61,51.63,690.09,13.37,0.0192,27,559,0.34,75.13,0.041,1740.74,623.06,0.36,18.1,76.0,13,16.9,210,921,0.228,1.467,99.625,16.2,16.2,2.397,239.0,3.114
STORE-0709,431,28,3264,188,79.0,30,9,6,107.9,Sacramento,Grocery,255.73,2025-06-30,0.48,122.75,3068.76,34.33,22.56,10.27,5.53,186.68,287.37,31.64,1286.01,40.65,0.0242,67,811,0.27,124.11,0.021,417.91,1595.73,3.82,34.2,80.1,32,13.11,203,961,0.2112,1.643,99.504,9.2,9.2,1.36,544.0,3.237
STORE-0710,495,36,2279,225,78.7,15,13,7,96.0,Sacramento,Electronics,316.1,2025-07-31,0.25,79.03,3793.2,38.6,27.0,8.39,5.11,208.63,323.73,7.63,1043.84,136.81,0.0224,50,843,0.34,112.5,0.025,720.0,1529.98,2.12,46.0,87.2,21,12.35,156,882,0.1769,1.261,99.674,17.6,17.6,1.405,325.57,4.017
STORE-0711,544,23,2372,314,55.1,10,9,5,115.6,Los Angeles,Electronics,365.33,2025-08-31,0.17,62.11,4383.96,63.72,47.1,10.44,4.73,241.12,390.11,24.78,1683.68,67.95,0.0209,44,833,0.34,89.47,0.039,522.73,780.03,1.49,10.5,76.4,32,16.2,236,1209,0.1952,1.636,99.586,13.3,13.3,1.163,474.4,6.63
STORE-0712,779,26,1851,477,89.5,5,9,5,111.4,Sacramento,Clothing,471.58,2025-09-30,0.41,193.35,5658.96,59.3,57.24,6.34,4.39,278.23,431.5,0.0,1479.16,999.0,0.0281,45,742,0.41,250.16,0.017,577.78,6033.18,10.44,52.1,86.5,32,16.06,163,665,0.2451,0.888,99.701,19.8,19.8,0.989,370.2,5.269
STORE-0713,591,31,1163,351,61.6,10,6,6,103.2,Sacramento,Grocery,324.32,2025-10-31,0.48,155.67,3891.84,63.57,42.12,9.65,4.17,236.75,387.26,62.94,1298.91,20.64,0.0249,30,593,0.27,215.26,0.021,1033.33,2767.63,2.68,21.0,77.9,19,18.23,223,836,0.2667,1.509,99.615,14.6,14.6,0.924,193.83,5.265
STORE-0714,358,49,1885,332,58.3,10,8,8,88.3,Sacramento,Grocery,268.47,2025-11-30,0.46,123.5,3221.64,63.63,39.84,10.05,5.08,195.98,363.58,95.11,1318.35,13.86,0.0214,33,649,0.27,156.04,0.033,1484.85,1276.69,0.86,19.5,81.1,20,17.58,157,783,0.2005,1.682,99.575,14.0,14.0,0.809,235.62,4.605
STORE-0715,667,11,1384,465,63.8,12,10,4,124.7,Palo Alto,Electronics,365.09,2025-12-31,0.22,80.32,4381.08,74.68,79.05,9.68,3.87,240.96,419.24,54.15,1623.82,29.99,0.0234,31,681,0.34,141.53,0.023,354.84,2092.23,5.9,29.8,78.8,26,18.09,276,1016,0.2717,1.612,99.531,24.0,24.0,0.785,346.0,5.722
STORE-0716,420,21,1291,408,85.2,11,8,4,111.0,San Francisco,Electronics,337.74,2026-01-31,0.28,94.57,4052.88,54.5,65.28,6.97,3.81,222.91,374.47,36.73,1529.28,41.64,0.0212,26,697,0.34,162.82,0.029,807.69,1908.9,2.36,43.4,85.7,14,14.89,288,1097,0.2625,1.009,99.733,14.3,14.3,0.828,322.75,3.964
STORE-0717,391,13,1653,370,71.8,25,8,4,136.9,Sacramento,Grocery,253.82,2026-02-28,0.48,121.83,3045.84,59.03,44.4,10.41,4.05,185.29,316.18,62.36,964.94,15.47,0.0229,33,664,0.27,150.45,0.015,393.94,2708.15,6.87,34.4,79.9,19,18.7,264,846,0.3121,1.492,99.539,10.4,10.4,0.686,413.25,3.535
STORE-0718,519,34,2229,418,90.3,18,9,6,98.9,Los Angeles,Electronics,375.53,2026-03-31,0.28,105.15,4506.36,52.28,62.7,7.33,4.86,247.85,409.02,33.49,1484.67,44.33,0.0233,48,1029,0.34,122.62,0.019,708.33,2194.32,3.1,52.0,86.3,32,15.3,333,1460,0.2281,0.995,99.736,18.0,18.0,0.898,371.5,4.159
STORE-0719,549,31,1512,352,75.4,10,11,5,106.5,Sacramento,Clothing,372.23,2026-04-30,0.35,130.28,4466.76,54.71,42.24,8.23,4.18,219.62,359.98,0.0,1401.04,999.0,0.0237,30,709,0.41,176.4,0.027,1033.33,2678.69,2.59,33.7,82.7,28,19.04,173,894,0.1935,1.369,99.648,16.5,16.5,1.057,302.4,4.937
STORE-0720,334,48,1989,75,83.7,14,8,8,95.3,Palo Alto,Grocery,238.91,2026-05-31,0.51,121.84,2866.92,18.84,12.75,8.34,5.14,174.4,267.47,28.56,950.61,33.28,0.0231,46,659,0.27,151.61,0.017,1043.48,2407.87,2.31,49.0,88.3,26,14.83,246,736,0.3342,1.335,99.656,10.7,10.7,3.185,248.62,2.854
STORE-0721,651,19,2106,246,64.5,16,12,4,121.5,San Francisco,Clothing,346.05,2024-06-30,0.35,121.12,4152.6,50.14,39.36,9.84,4.34,204.17,326.85,0.0,1336.98,999.0,0.0244,45,776,0.41,149.84,0.021,422.22,2925.43,6.93,30.3,76.2,31,14.53,270,1253,0.2155,1.391,99.643,20.7,20.7,1.407,526.5,5.365
STORE-0722,535,43,2180,189,73.0,22,9,7,107.3,San Francisco,Electronics,277.97,2024-07-31,0.25,69.49,3335.64,38.34,30.24,9.77,5.05,183.46,309.86,31.89,1012.41,31.75,0.0223,42,824,0.34,101.2,0.025,1023.81,1376.31,1.34,35.6,81.5,30,13.52,341,1311,0.2601,1.701,99.49,17.7,17.7,1.471,311.43,3.808
STORE-0723,556,22,1797,497,62.5,13,4,5,89.9,San Francisco,Grocery,407.3,2024-08-31,0.48,195.5,4887.6,79.04,79.52,9.1,4.36,297.33,491.35,84.05,1497.29,17.81,0.0241,39,828,0.27,193.61,0.039,564.1,1340.38,2.38,25.2,77.1,26,20.0,224,1296,0.1728,1.591,99.536,21.5,21.5,0.82,359.4,6.517
STORE-0724,638,39,1940,122,82.5,28,13,7,110.5,Palo Alto,Clothing,317.01,2024-09-30,0.38,120.46,3804.12,24.8,20.74,10.27,4.89,187.04,286.74,0.0,1077.62,999.0,0.026,53,615,0.41,188.04,0.023,735.85,3351.93,4.56,49.8,88.7,24,11.91,119,828,0.1437,1.561,99.523,15.3,15.3,2.598,277.14,3.843
STORE-0725,582,41,1160,381,77.7,10,11,6,108.8,Sacramento,Grocery,313.68,2024-10-31,0.48,150.57,3764.16,56.4,45.72,7.42,4.17,228.99,383.7,70.02,1223.0,17.47,0.0265,31,614,0.27,201.09,0.021,1322.58,2585.4,1.95,40.5,81.3,25,17.95,257,761,0.3377,1.239,99.679,23.7,23.7,0.823,193.33,4.037
STORE-0726,360,31,1569,439,70.1,11,9,6,132.9,Sacramento,Grocery,261.25,2024-11-30,0.48,125.4,3135.0,67.73,52.68,8.17,4.43,190.71,354.72,93.47,952.11,10.19,0.0225,37,842,0.27,122.12,0.015,837.84,2198.22,2.62,33.2,79.8,26,20.12,320,1121,0.2855,1.469,99.625,12.7,12.7,0.595,261.5,3.727
STORE-0727,375,39,1389,219,63.9,1,9,6,121.0,Los Angeles,Clothing,280.25,2024-12-31,0.35,98.09,3363.0,47.56,32.85,7.65,4.32,165.35,296.73,16.48,1327.5,80.55,0.0202,27,468,0.41,201.21,0.021,1444.44,3928.39,2.72,26.3,79.0,20,15.66,109,539,0.2022,1.21,99.686,15.0,15.0,1.28,231.5,4.386
STORE-0728,483,17,2099,75,70.8,20,17,5,93.0,Los Angeles,Grocery,244.13,2025-01-31,0.48,117.18,2929.56,27.23,11.25,9.3,4.55,178.21,247.54,3.41,1008.59,295.77,0.0247,51,622,0.27,154.48,0.012,333.33,3475.84,10.43,31.7,80.6,25,14.08,220,639,0.3443,1.595,99.595,13.1,13.1,3.255,419.8,3.448
STORE-0729,507,6,2225,421,80.6,12,15,4,107.9,Sacramento,Grocery,380.03,2025-02-28,0.48,182.41,4560.36,58.92,50.52,7.81,4.42,277.42,405.09,25.06,1283.35,51.21,0.0257,53,987,0.27,151.55,0.012,113.21,3409.79,30.12,42.8,80.8,31,20.0,177,1102,0.1606,1.067,99.719,15.7,15.7,0.903,556.25,4.715
STORE-0730,662,45,2619,95,94.8,6,11,7,113.2,Sacramento,Grocery,321.36,2025-03-31,0.57,183.18,3856.32,13.83,11.4,5.82,5.33,234.59,315.97,0.0,1374.43,999.0,0.0292,80,702,0.27,213.97,0.012,562.5,4814.35,8.56,58.7,93.2,13,9.69,220,846,0.26,0.942,99.749,13.5,13.5,3.383,374.14,3.39
STORE-0731,483,27,1935,371,72.7,2,10,6,68.6,San Francisco,Grocery,302.37,2025-04-30,0.48,145.14,3628.44,58.56,59.36,7.06,4.67,220.73,377.38,75.01,1469.02,19.58,0.0243,44,894,0.27,133.13,0.033,613.64,1089.21,1.77,31.4,82.0,21,20.27,238,821,0.2899,1.313,99.661,14.6,14.6,0.815,322.5,4.159
STORE-0732,368,20,2514,335,86.8,18,10,5,96.4,San Francisco,Electronics,287.38,2025-05-31,0.28,80.47,3448.56,45.43,53.6,7.58,4.82,189.67,321.1,33.72,1055.55,31.3,0.0207,47,862,0.34,112.02,0.029,425.53,1313.38,3.09,46.5,85.9,33,14.0,234,1305,0.1793,1.041,99.725,6.0,6.0,0.858,502.8,3.311
STORE-0733,205,33,2564,441,90.8,27,6,6,81.4,Sacramento,Grocery,279.12,2025-06-30,0.54,150.72,3349.44,54.49,52.92,8.46,5.07,203.76,357.7,78.58,1017.94,12.95,0.0213,53,882,0.27,140.13,0.023,622.64,1644.95,2.64,48.6,90.7,18,15.29,210,872,0.2408,1.701,99.49,8.9,8.9,0.633,427.33,3.074
STORE-0734,394,30,1501,180,81.7,15,13,6,77.1,Los Angeles,Grocery,287.94,2025-07-31,0.48,138.21,3455.28,31.7,27.0,8.02,4.39,210.2,311.31,23.37,870.44,37.25,0.0239,34,548,0.27,206.81,0.033,882.35,1692.09,1.92,46.2,83.3,16,10.63,134,682,0.1965,1.555,99.605,13.0,13.0,1.6,250.17,3.524
STORE-0735,381,48,2005,258,84.3,1,11,8,109.4,Sacramento,Electronics,287.94,2025-08-31,0.25,71.98,3455.28,38.58,30.96,5.61,5.15,190.04,318.34,30.4,919.73,30.25,0.0212,36,696,0.34,124.1,0.025,1333.33,1687.81,1.27,50.6,86.7,23,11.93,201,1035,0.1942,0.797,99.783,8.9,8.9,1.116,250.62,3.416
STORE-0736,546,40,2244,124,65.0,29,14,6,121.2,Palo Alto,Electronics,225.87,2025-09-30,0.22,49.69,2710.44,36.39,21.08,11.69,4.87,149.07,263.1,37.23,1021.31,27.43,0.0222,46,524,0.34,113.79,0.013,869.57,2976.15,3.42,31.4,76.1,21,17.06,125,687,0.182,1.801,99.467,16.1,16.1,1.822,374.0,3.475
STORE-0737,235,46,2394,195,58.8,10,8,7,83.3,San Francisco,Electronics,172.45,2025-10-31,0.2,34.49,2069.4,48.23,31.2,9.24,5.18,113.82,253.67,81.22,895.38,11.02,0.0165,35,617,0.34,67.08,0.053,1314.29,430.32,0.33,12.5,77.2,25,15.99,180,654,0.2752,1.351,99.653,9.4,9.4,0.884,342.0,2.933
STORE-0738,512,10,2289,330,91.8,12,10,4,71.2,Palo Alto,Electronics,354.11,2025-11-30,0.28,99.15,4249.32,41.63,56.1,6.63,4.46,233.71,352.53,0.0,1120.38,999.0,0.023,54,753,0.34,158.01,0.031,185.19,1732.99,9.36,55.3,82.6,29,13.47,239,1054,0.2268,1.24,99.679,14.0,14.0,1.073,572.25,3.857
STORE-0739,493,10,1704,331,53.7,27,13,3,77.7,Palo Alto,Clothing,267.63,2025-12-31,0.3,80.29,3211.56,66.5,56.27,12.11,3.86,157.9,306.64,39.01,1242.77,31.86,0.0209,32,769,0.41,100.23,0.055,312.5,747.18,2.39,10.1,73.6,22,16.6,269,1176,0.2287,2.346,99.339,13.5,13.5,0.809,568.0,4.984
STORE-0740,770,10,2454,427,66.4,29,13,4,84.3,Sacramento,Grocery,443.35,2026-01-31,0.48,212.81,5320.2,68.81,51.24,11.25,4.56,323.65,469.51,26.16,1390.41,53.15,0.0282,71,1112,0.27,156.93,0.033,140.85,1283.96,9.12,26.0,78.0,24,19.21,380,1768,0.2149,2.042,99.41,29.4,29.4,1.038,613.5,6.677
STORE-0741,600,32,1691,379,79.1,6,7,5,103.3,San Francisco,Grocery,386.7,2026-02-28,0.48,185.62,4640.4,55.28,60.64,6.66,4.29,282.29,441.16,54.46,1629.85,29.93,0.0264,41,754,0.27,201.87,0.021,780.49,2595.44,3.33,35.8,81.8,27,18.37,179,837,0.2139,1.036,99.727,13.6,13.6,1.02,338.2,4.889
STORE-0742,320,44,1698,129,88.9,2,10,7,93.3,Palo Alto,Clothing,197.0,2026-03-31,0.44,86.68,2364.0,21.4,21.93,5.38,4.74,116.23,213.68,16.68,920.75,55.2,0.0214,36,443,0.41,187.84,0.013,1222.22,5924.16,4.85,49.7,87.3,10,10.93,83,381,0.2178,0.907,99.757,6.9,6.9,1.527,242.57,2.216
STORE-0743,237,27,1155,53,55.2,16,7,6,109.5,San Francisco,Electronics,191.32,2026-04-30,0.17,32.52,2295.84,34.95,8.48,11.06,4.17,126.27,211.93,20.61,685.28,33.25,0.0162,15,343,0.34,113.77,0.045,1800.0,859.62,0.48,19.9,76.9,11,15.46,130,498,0.261,1.875,99.529,9.5,9.5,3.61,192.5,3.466
STORE-0744,369,26,1834,51,79.5,30,9,5,104.4,San Francisco,Electronics,177.65,2026-05-31,0.22,39.08,2131.8,18.94,8.16,9.75,4.38,117.25,184.48,6.83,541.31,79.25,0.0201,39,601,0.34,78.03,0.029,666.67,914.83,1.37,43.4,80.2,26,15.36,234,719,0.3255,1.58,99.519,10.3,10.3,3.483,366.8,2.235
STORE-0745,347,35,1768,90,61.7,16,14,7,98.9,San Francisco,Grocery,169.02,2024-06-30,0.51,86.2,2028.24,34.8,14.4,10.09,4.78,123.38,222.45,53.43,721.18,13.5,0.022,36,586,0.27,120.62,0.012,972.22,2713.98,2.79,31.0,78.9,19,15.3,243,944,0.2574,1.775,99.553,6.3,6.3,1.878,252.57,2.739
STORE-0746,459,49,1868,358,93.3,5,8,8,76.4,San Francisco,Clothing,275.14,2024-07-31,0.44,121.06,3301.68,43.74,57.28,5.79,5.07,162.33,323.21,48.07,1445.18,30.06,0.0237,39,712,0.41,163.23,0.025,1256.41,2676.92,2.13,54.0,91.3,25,19.1,292,1093,0.2672,1.248,99.677,10.9,10.9,0.769,233.5,2.949
STORE-0747,418,15,1851,204,63.9,17,9,5,114.7,Los Angeles,Clothing,235.04,2024-08-31,0.35,82.26,2820.48,45.9,30.6,9.83,4.39,138.67,244.39,9.35,841.51,90.0,0.0207,33,541,0.41,145.97,0.027,454.55,2216.58,4.88,26.2,73.8,19,17.48,179,823,0.2175,1.749,99.559,11.0,11.0,1.152,370.2,3.678
STORE-0748,717,29,2178,312,50.5,27,14,5,107.9,Palo Alto,Clothing,348.81,2024-09-30,0.3,104.64,4185.72,66.5,53.04,12.44,4.61,205.8,371.39,22.58,1169.27,51.78,0.0245,47,937,0.41,107.21,0.033,617.02,1331.98,2.16,14.0,74.3,37,15.54,369,1612,0.2289,2.163,99.382,17.7,17.7,1.118,435.6,6.907
STORE-0749,562,16,2022,109,71.9,1,6,5,117.6,San Francisco,Electronics,249.54,2024-10-31,0.22,54.9,2994.48,30.25,17.44,7.52,4.5,164.7,240.41,0.0,788.56,999.0,0.0223,41,709,0.34,92.92,0.023,390.24,1373.59,3.52,29.0,76.6,21,14.14,203,953,0.213,0.95,99.747,13.5,13.5,2.289,404.4,3.471
STORE-0750,362,42,1643,322,55.5,5,17,7,96.4,Sacramento,Clothing,250.55,2024-11-30,0.33,82.68,3006.6,64.34,38.64,9.58,4.7,147.82,307.08,56.53,1081.56,19.13,0.0199,32,576,0.41,137.8,0.029,1312.5,1948.21,1.48,24.6,76.2,18,15.79,212,951,0.2229,1.344,99.654,12.8,12.8,0.778,234.71,4.514
STORE-0751,257,35,1923,91,75.5,16,10,6,102.0,San Francisco,Clothing,202.67,2024-12-31,0.35,70.93,2432.04,25.94,14.56,8.57,4.66,119.58,208.31,5.64,853.44,151.32,0.0193,39,648,0.41,105.08,0.027,897.44,1595.68,1.78,34.6,79.8,14,13.74,265,977,0.2712,1.509,99.615,5.2,5.2,2.227,320.5,2.684
STORE-0752,445,48,1973,100,73.7,9,8,7,88.2,Los Angeles,Clothing,236.74,2025-01-31,0.38,89.96,2840.88,28.1,15.0,7.89,4.91,139.68,243.58,6.84,1070.9,156.56,0.0218,42,475,0.41,181.81,0.023,1142.86,3241.03,2.84,36.3,85.3,16,17.23,176,545,0.3229,1.226,99.682,12.8,12.8,2.367,281.86,3.212
STORE-0753,407,23,2535,436,64.6,22,11,5,113.2,Palo Alto,Clothing,352.86,2025-02-28,0.35,123.5,4234.32,70.97,74.12,10.31,4.84,208.19,391.43,38.57,1630.85,42.28,0.0207,50,839,0.41,141.31,0.027,460.0,2145.83,4.66,26.4,75.2,21,21.49,234,1248,0.1875,2.029,99.413,19.7,19.7,0.809,507.0,5.462
STORE-0754,385,5,1582,93,83.3,8,1,4,104.5,Palo Alto,Grocery,166.21,2025-03-31,0.48,79.78,1994.52,21.08,15.81,7.07,4.0,121.33,174.29,8.08,819.74,101.45,0.0229,33,538,0.27,121.6,0.039,151.52,841.83,5.56,36.4,77.5,17,14.31,145,755,0.1921,1.103,99.711,13.4,13.4,1.787,395.5,1.995
STORE-0755,278,26,2148,237,62.6,18,13,6,83.5,Palo Alto,Grocery,268.99,2025-04-30,0.48,129.12,3227.88,50.38,40.29,10.46,4.81,196.36,328.3,59.31,1254.35,21.15,0.0207,46,745,0.27,142.12,0.033,565.22,1162.79,2.06,23.1,78.1,28,14.2,186,1180,0.1576,1.548,99.606,8.7,8.7,1.135,358.0,4.297
STORE-0756,481,46,901,476,92.7,15,10,7,107.5,Los Angeles,Electronics,338.29,2025-05-31,0.31,104.87,4059.48,57.1,71.4,6.86,4.22,223.27,408.85,70.56,1268.25,17.97,0.0232,21,609,0.34,206.64,0.015,2190.48,4683.85,2.14,57.8,87.9,11,16.58,163,662,0.2462,1.171,99.635,14.2,14.2,0.711,128.71,3.649
STORE-0757,333,44,1767,120,77.9,16,10,7,104.1,San Francisco,Electronics,183.55,2025-06-30,0.25,45.89,2202.6,27.56,19.2,8.43,4.78,121.14,225.11,41.56,780.25,18.77,0.0198,31,647,0.34,85.11,0.025,1419.35,1157.53,0.82,36.5,80.8,21,13.12,243,814,0.2985,1.487,99.621,7.2,7.2,1.53,252.43,2.356
